,Code,Parent code level 4,Parent length,Parent code level 3,Parent code level 2,Parent code level 1
773,84231.0,8423,4,842,84,O
774,84232.0,8423,4,842,84,O
775,84239.0,8423,4,842,84,O
776,84241.0,8424,4,842,84,O
777,84242.0,8424,4,842,84,O
778,84249.0,8424,4,842,84,O
779,84250.0,8425,4,842,84,O
780,84301.0,8430,4,843,84,O
781,84302.0,8430,4,843,84,O
782,84309.0,8430,4,843,84,O
783,85101.0,8510,4,851,85,P
784,85102.0,8510,4,851,85,P
785,85103.0,8510,4,851,85,P
786,85104.0,8510,4,851,85,P
787,85105.0,8510,4,851,85,P
788,85106.0,8510,4,851,85,P
789,85109.0,8510,4,851,85,P
790,85201.0,8520,4,852,85,P
791,85202.0,8520,4,852,85,P
792,85203.0,8520,4,852,85,P
793,85204.0,8520,4,852,85,P
794,85205.0,8520,4,852,85,P
795,85206.0,8520,4,852,85,P
796,85207.0,8520,4,852,85,P
797,85209.0,8520,4,852,85,P
798,85311.0,8531,4,853,85,P
799,85312.0,8531,4,853,85,P
800,85313.0,8531,4,853,85,P
801,85314.0,8531,4,853,85,P
802,85319.0,8531,4,853,85,P
803,85321.0,8532,4,853,85,P
804,85322.0,8532,4,853,85,P
805,85323.0,8532,4,853,85,P
806,85324.0,8532,4,853,85,P
807,85325.0,8532,4,853,85,P
808,85326.0,8532,4,853,85,P
809,85329.0,8532,4,853,85,P
810,85410.0,8541,4,854,85,P
811,85421.0,8542,4,854,85,P
812,85422.0,8542,4,854,85,P
813,85429.0,8542,4,854,85,P
814,85510.0,8551,4,855,85,P
815,85520.0,8552,4,855,85,P
816,85531.0,8553,4,855,85,P
817,85532.0,8553,4,855,85,P
818,85591.0,8559,4,855,85,P
819,85592.0,8559,4,855,85,P
820,85593.0,8559,4,855,85,P
821,85599.0,8559,4,855,85,P
822,85601.0,8560,4,856,85,P
823,85609.0,8560,4,856,85,P
824,86101.0,8610,4,861,86,Q
825,86102.0,8610,4,861,86,Q
826,86103.0,8610,4,861,86,Q
827,86104.0,8610,4,861,86,Q
828,86109.0,8610,4,861,86,Q
829,86210.0,8621,4,862,86,Q
830,86220.0,8622,4,862,86,Q
831,86230.0,8623,4,862,86,Q
832,86901.0,8690,4,869,86,Q
833,86902.0,8690,4,869,86,Q
834,86903.0,8690,4,869,86,Q
835,86904.0,8690,4,869,86,Q
836,86905.0,8690,4,869,86,Q
837,86906.0,8690,4,869,86,Q
838,86907.0,8690,4,869,86,Q
839,86909.0,8690,4,869,86,Q
840,87101.0,8710,4,871,87,Q
841,87109.0,8710,4,871,87,Q
842,87201.0,8720,4,872,87,Q
843,87202.0,8720,4,872,87,Q
844,87203.0,8720,4,872,87,Q
845,87204.0,8720,4,872,87,Q
846,87205.0,8720,4,872,87,Q
847,87209.0,8720,4,872,87,Q
848,87301.0,8730,4,873,87,Q
849,87302.0,8730,4,873,87,Q
850,87303.0,8730,4,873,87,Q
851,87304.0,8730,4,873,87,Q
852,87309.0,8730,4,873,87,Q
853,87901.0,8790,4,879,87,Q
854,87902.0,8790,4,879,87,Q
855,87909.0,8790,4,879,87,Q
856,88101.0,8810,4,881,88,Q
857,88102.0,8810,4,881,88,Q
858,88103.0,8810,4,881,88,Q
859,88104.0,8810,4,881,88,Q
860,88109.0,8810,4,881,88,Q
861,88911.0,8891,4,889,88,Q
862,88912.0,8891,4,889,88,Q
863,88919.0,8891,4,889,88,Q
864,88991.0,8899,4,889,88,Q
865,88992.0,8899,4,889,88,Q
866,88993.0,8899,4,889,88,Q
867,88994.0,8899,4,889,88,Q
868,88995.0,8899,4,889,88,Q
869,88996.0,8899,4,889,88,Q
870,88999.0,8899,4,889,88,Q
871,90011.0,9001,4,900,90,R
872,90012.0,9001,4,900,90,R
873,90021.0,9002,4,900,90,R
874,90022.0,9002,4,900,90,R
875,90023.0,9002,4,900,90,R
876,90029.0,9002,4,900,90,R
877,90031.0,9003,4,900,90,R
878,90032.0,9003,4,900,90,R
879,90041.0,9004,4,900,90,R
880,90042.0,9004,4,900,90,R
881,91011.0,9101,4,910,91,R
882,91012.0,9101,4,910,91,R
883,91020.0,9102,4,910,91,R
884,91030.0,9103,4,910,91,R
885,91041.0,9104,4,910,91,R
886,91042.0,9104,4,910,91,R
887,92000.0,9200,4,920,92,R
888,93110.0,9311,4,931,93,R
889,93121.0,9312,4,931,93,R
890,93122.0,9312,4,931,93,R
891,93123.0,9312,4,931,93,R
892,93124.0,9312,4,931,93,R
893,93125.0,9312,4,931,93,R
894,93126.0,9312,4,931,93,R
895,93127.0,9312,4,931,93,R
896,93128.0,9312,4,931,93,R
897,93129.0,9312,4,931,93,R
898,93130.0,9313,4,931,93,R
899,93191.0,9319,4,931,93,R
900,93192.0,9319,4,931,93,R
901,93199.0,9319,4,931,93,R
902,93211.0,9321,4,932,93,R
903,93212.0,9321,4,932,93,R
904,93291.0,9329,4,932,93,R
905,93292.0,9329,4,932,93,R
906,93299.0,9329,4,932,93,R
907,94110.0,9411,4,941,94,S
908,94120.0,9412,4,941,94,S
909,94200.0,9420,4,942,94,S
910,94910.0,9491,4,949,94,S
911,94920.0,9492,4,949,94,S
912,94991.0,9499,4,949,94,S
913,94992.0,9499,4,949,94,S
914,94993.0,9499,4,949,94,S
915,94994.0,9499,4,949,94,S
916,94995.0,9499,4,949,94,S
917,94999.0,9499,4,949,94,S
918,95110.0,9511,4,951,95,S
919,95120.0,9512,4,951,95,S
920,95210.0,9521,4,952,95,S
921,95220.0,9522,4,952,95,S
922,95230.0,9523,4,952,95,S
923,95240.0,9524,4,952,95,S
924,95250.0,9525,4,952,95,S
925,95290.0,9529,4,952,95,S
926,96011.0,9601,4,960,96,S
927,96012.0,9601,4,960,96,S
928,96021.0,9602,4,960,96,S
929,96022.0,9602,4,960,96,S
930,96031.0,9603,4,960,96,S
931,96032.0,9603,4,960,96,S
932,96040.0,9604,4,960,96,S
933,96091.0,9609,4,960,96,S
934,96092.0,9609,4,960,96,S
935,96093.0,9609,4,960,96,S
936,96094.0,9609,4,960,96,S
937,96095.0,9609,4,960,96,S
938,96099.0,9609,4,960,96,S
939,97000.0,9700,4,970,97,T
940,98100.0,9810,4,981,98,T
941,98200.0,9820,4,982,98,T
942,99000.0,9900,4,990,99,U
